,overall,reviewTime,reviewerID,asin,reviewText,title,brand
1234,5.0,"04 30, 2016",AN4T0O7WR2KNP,B00E9MD700,What an excellent purchase I made here. I knew in the back of my mind that I would have to revisit a very large box old floppy discs and save them before they become unreadable....This is just what I needed at a great price.  Back when the kids were young I took thousands of sports  and travel pictures with a Sony Mavica FD91 and that was before we had large capacity AND portable memory cards. Hard to believe that these old floppy discs were the norm...times have changed.  This external floppy disk reader worked FLAWLESSLY and quickly. I thought that I would have to reboot an old computer that still had the floppy drive but the cost of this made it an easy decision. The first friend who mentions that he needs to read some floppies is going to gifted with this reliable tool.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1235,5.0,"04 29, 2016",A30FQRSXHRDEK4,B00E9MD700,Works great!  Just what I needed!  Fast shipping !,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1236,5.0,"04 28, 2016",A25ELK4F9CSFIL,B00E9MD700,"Simple to use, good quality . Thank you guys",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1237,1.0,"04 25, 2016",APL4PILJPGSJW,B00E9MD700,"I had no problem with the seller, Store4PC, they were just fine.  But the item was not working properly upon arrival.  I have another one of these and its pretty quiet but this one would make a constant loud whirling/grinding/vibrating sound as it was turning and it would sometimes read the disks and sometimes not. (I was using new disks)  I called SABRENT Tech Support and they were very RUDE.  I just explained what I was hearing and allowed him to hear it over the phone as well.  I said I didn't think this was normal and was wondering if I would need to send this back, and he rudely replied in a cocky voice, ""Well if it's loud I guess its not good, just send it back then!""  Not sure why the guy was rude.  I ended up sending it back to Amazon and purchased a different unit manufactured by a different company, this one works fine.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1238,5.0,"04 23, 2016",A2M2SO6E4JT6TV,B00E9MD700,"Product was very useful, it was a one time purchase due to not having a floppy dick drive in my current computers so the price was good and now it will sit in storage but with no regrets.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1239,5.0,"04 22, 2016",AXQORTTMV7YZA,B00E9MD700,Needed this to support older pc's at my job.  This worked perfectly and saved my rear twice so far.  A must have for anyone working with floppy disks still.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1240,5.0,"04 22, 2016",A1Z86XKXFN9YX,B00E9MD700,"This was purchased for an acquaintance who will not stop using floppies, even though this acquaintance has migrated to Windows 10.  This works great natively in Windows 10 or other OSs via VMware or Virtualbox.

Please note because this is USB, there is a glitch in Windows 95 and Windows 98 operating systems.  You likely will have to right click the floppy icon in ""My Computer"" and select ""Eject"".  Otherwise, if you change floppies with the physical eject button alone, it still thinks it is looking at the content of the previous disk.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1241,5.0,"04 22, 2016",A3NH1UC1RSQ4LZ,B00E9MD700,"Works just as described, plug and play. great for having some stuff still on floppies that I can now transfer to CD/DVD or USB Flash drives.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1242,5.0,"04 13, 2016",A1QU2SX55FHNED,B00E9MD700,"Makes it handy to look at some of the old 3 1/2 disk you may have,",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1243,5.0,"04 11, 2016",A1BWGG9MATX9DJ,B00E9MD700,"Worked perfectly right out of the box. Yes, we still have systems out there that require a floppy disk!",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1244,5.0,"04 8, 2016",AK06FYLWNJNKY,B00E9MD700,Works great.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1245,1.0,"04 6, 2016",A2OBBTG1XXBVIG,B00E9MD700,The only positive thing about this device is it was detected by windows 10 without issue. It doesn't read any of my disks. Followed instructions on the website but it just doesn't work.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1246,5.0,"04 6, 2016",AQJ2G8TI63Q62,B00E9MD700,"I have several old computers hooked up to machines at work.  Sometimes we need to load information from a floppy to make changes.  Yes I said a floppy.  The readers in the computers no longer work but with this external reader we are able to load the information we need.  If you need a solution to read the old disks, this reader will do the trick.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1247,5.0,"04 6, 2016",A2IVG0W02I236J,B00E9MD700,Just had to know what was on those old floppies. This helped me satisfy my curiosity at a price I could afford. Just plug it in.....see the old familiar Drive A again.....move your files to a hard drive.....,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1248,5.0,"04 5, 2016",A2C944HXMMBNSS,B00E9MD700,Great product - superior customer service!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1249,5.0,"04 3, 2016",A33AXJEX9ZQB1C,B00E9MD700,"I'm giving it 5 stars because it helped me accomplish a goal in reviving a Mac SE/30.  It worked fine on my 2012 macbook pro, my MSI GS60, my TiBook and made disks that the SE could read without trouble.  Plus, it let me relive my younger years shuffling floppies around, listening to clicks and whirs, and copying tiny amounts of data in huge amounts of time.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1250,4.0,"03 31, 2016",A35IL51A6CY7M0,B00E9MD700,Fine product.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1251,4.0,"03 29, 2016",A12IIFPMPNZQY3,B00E9MD700,Looks like a USB flash drive to the OS. Will not allow me to format or read 720K or other size or  formats of floppy. Will allow you to read or write files and works without a driver. Not a complete floppy drive replacement but will allow you to fetch a file if need to.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1252,1.0,"03 28, 2016",ACHALZO1WHSUZ,B00E9MD700,Junk broke on the first day,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1253,5.0,"03 26, 2016",A1LY1C6ZR3LCTR,B00E9MD700,Received this in perfect condition. It works well as advertised and worked well on my Microsoft Windows 10 pro. It did not require software and read all my old diskettes without any problems. The hardware was also flawless.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1254,5.0,"03 23, 2016",A2N2JY5QR76ZEP,B00E9MD700,Works like a champ!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1255,3.0,"03 22, 2016",A31UDFYAA5L3NK,B00E9MD700,It works better in Windows than in OSX,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1256,5.0,"03 21, 2016",A2UYTCAQQ0ZB8D,B00E9MD700,Works as expected no driver issues.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1257,5.0,"03 19, 2016",A2AF5GE0N8UY0E,B00E9MD700,Perfect for the use I needed it for.  Works better than the last one I had.  Thank you.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1258,5.0,"03 18, 2016",AFO6ZX2WU4DQ6,B00E9MD700,"It works.  And it is indeed plug and play.

I bought this on Amazon, plugged it into the USB slot on my (Windows 10) desktop and it whirred to life.

BUT the A: drive did not show up on my computer.

Simple solution (thanks to a previous commenter): I put a floppy disk in (more whirring) and opened windows explorer and typed A: in the address bar.  Viola.  I could see all the (quite ancient) files on my floppy disk.

I could open them directly from the disk (at least, the files which are still readable -- for example Word 2016 seems able to open any old word processing files at all but Photoshop couldn't open ancient .pic photo files).

However, it's better to copy all your files to you hard disk and open them from there -- less whirring and more speed.

When I finished copying the files I just pushed the button to eject the disk, then inserted a new disk and clicked on the refresh (circular arrow) icon at the right of the address bar and the files on the new disk were displayed.

I found some great old photos from a trip I took in 1999 and some old documents from 1993 that I wrote in Word Perfect on a DOS computer but they displayed fine in Word 2016.  Even the original formatting was intact.  Well worth the $13.99 I spent on this little device.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1259,3.0,"03 18, 2016",A1LAI2UK5Y9U71,B00E9MD700,"Works okay - I was able to retrieve my data from the floppies, but I had to disconnect and reconnect it between each disk else it would not recognize the 2nd disk.  Not a huge problem since this is not an everyday activity for me, but a pain in the butt none the less.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1260,4.0,"03 17, 2016",A2EDUCK7FU898B,B00E9MD700,Useful,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1261,1.0,"03 13, 2016",A35HQXCX35494H,B00E9MD700,"Slow, Slow, Slow, Slow, Slow, Slow, Slow,  did I mention Slow.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1262,1.0,"03 5, 2016",A2JQJBGSOUJ8H,B00E9MD700,Did not work,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1263,5.0,"03 4, 2016",A1TI3293R0K249,B00E9MD700,I needed this to transfer data from my collection of floppy discs to my external hard drive for safe keeping. Since I don't use floppy discs for storage anymore it will come in handy for those rare occasions that I need to use this drive when I find more floppy discs or when I have a friend who needs to use it. It didn't cost that much and it was well worth the price.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1264,5.0,"03 4, 2016",A18GLUMLVKX2FS,B00E9MD700,"It's a plug and play item.  No setup needed.  The cord is on the short side.  Beyond that, it does what it does best.  Read old floppys.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1265,1.0,"03 3, 2016",A31NHNSK189NDV,B00E9MD700,"I got a dud. It didn't work on my Windows 7, 10, or XP machines; I encountered various problems -- it wanting to format the disk (that I knew contained data) and seeing the files, but not being able to open them or copy them to the computer's hard drive. It should just be plug-and-play.

I ended up borrowing Mom's old XP machine with a built-in floppy drive, and I had no problems copying those files to the hard drive. (I had also plugged in the Sabrent to this machine; it wanted to format the disk that I had just copied files from using the built-in floppy drive.)",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1266,5.0,"03 2, 2016",A1MLM794RBEUUT,B00E9MD700,Just what the user needed to read those old floppy disks.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1267,1.0,"03 1, 2016",A18N1XOGXHIMWX,B00E9MD700,"Couldn't get any of my Macs, old ones or news one to see it. I tried the most current operating system as of this review and an old Tiger OS one. Zippo! Nothing so I send it back, darn, I needed this. I did find a VST Tech one that worked right out of the box, for what that's worth.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1268,5.0,"03 1, 2016",A276WZ6B2IU9V6,B00E9MD700,"I saved a good friend a lot of grief... she had several years of children's books she had written on an old 3-1/2"" floppy and now years later, had no idea how to recover them. This drive worked flawlessly and I was able to transfer all of her hard work to a USB drive.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1269,5.0,"02 28, 2016",A14C3PIFAVGL1K,B00E9MD700,"Finally am able to recover some older info!!
Thanks!!",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1270,5.0,"02 27, 2016",A1ZVQL3CSRNAMJ,B00E9MD700,"I'm using the drive with a 2010 MacBook Pro running OX Yosemite. It works fine; I haven't had any problems with it.

I deduct a star because the drive makes a fairly loud clicking noise, which would drive me nuts if I had to leave the thing on all day. But since I don't use it for more than 10 minutes at a time, it's not an issue. I add the star back in because the price is so low -- 13 bucks for a new floppy disk drive! Oh, and it comes in an appropriately SMALL box, so the unit can be stored without wasting a lot of space.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1271,1.0,"02 26, 2016",A13NT32QAGFBI5,B00E9MD700,very unpredictable as to whether it will work from one minute to the next. Not much money but not much else either. I would recommend spending some more on a better drive even used name brand.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1272,5.0,"02 26, 2016",A1MHT8QO8K4PWF,B00E9MD700,Perfect.  We had tons of discs from long ago.  Downloaded the pictures from them with the help of this.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1273,1.0,"02 23, 2016",A139EMBCX5UF74,B00E9MD700,"The USB Floppy Drive showed up today.  Packaging was nice and clean.

I opened the packaging and removed the USB Drive.  I proceeded to hook it up to my Windows 10 system.  Found out that it did not read any of my 1.44MB floppy disks at all.  I then moved the drive over to my Windows 7 Netbook and same there.  I finally took it to my Windows XP Netbook and even there the USB Floppy drive could not read any of my floppies.

I then decided to try this floppy drive on my Mac Mini running Mac OS-X 10.9 and again the Floppy Drive could not read any of my PC or Mac formatted 1.44MB floppy disks.

I would not buy this gain.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1274,5.0,"02 23, 2016",ANDH81HF729VV,B00E9MD700,Works as intended. Well packaged. Delivered as promised.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1275,5.0,"02 23, 2016",A1MNXPZF3KOXI4,B00E9MD700,Great product! I plugged the Sabrent in & immediately began reviewing legacy Floppy Disks. I went through about 50 disks without a problem. Highly recommended for its performance & quality.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1276,5.0,"02 21, 2016",A19QFVQFICE2O2,B00E9MD700,"Well, I ran into an office THAT STILL USES FLOPPY DISKS!  Ugh.  Needed a FDD, this was the best option, as most newer motherboards have no internal connectors to install an internal floppy disk drive.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1277,3.0,"02 21, 2016",A2PE22V06AQAYA,B00E9MD700,Read the specifications carefully. This unit will not read a 720 KB single sided floppy.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1278,5.0,"02 19, 2016",A3V2CU7FVJPQ1A,B00E9MD700,"This small external drive was helpful in allowing us to review the content of ""old"" floppy disks that we had laying around. It is plug and play and worked exactly as advertised. Price was spot on as well.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1279,5.0,"02 12, 2016",A1WKP4FDHVHDTO,B00E9MD700,"I needed a floppy drive and this was the perfect purchase.  Solidly made and quiet. I highly recommend this for those who need a floppy drive, runs directly from USB.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1280,5.0,"02 11, 2016",A3BT4GEMRPQJE5,B00E9MD700,Works great! Allows me to get old photos and documents off of an old hard drive. No complaints. Easy to hook up and my PC recognized it right away.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1281,5.0,"02 10, 2016",A2CP2R96VEL2B1,B00E9MD700,"works well, simply plug it in and load a cassette. Very nice and extremely reasonable",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1282,4.0,"02 10, 2016",A2UQTRPQ7IPVJA,B00E9MD700,Nice addition to my laptop.  Works great as describe.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1283,5.0,"02 8, 2016",A1FB5ZENPKYCV8,B00E9MD700,"Was able to use this unit successfully on my Apple Retina 15"" Pro without issues and also on the Parallels side of my harddrive to download data from old Aircraft delivery floppies.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1284,5.0,"02 4, 2016",A3N7HGTKWF3P2N,B00E9MD700,Worked great with Windows 10,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1285,5.0,"02 4, 2016",AG2S2NM30TNS9,B00E9MD700,I had some old floppies and needed to know what was on them.  Worked great right out of the box.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1286,5.0,"02 3, 2016",A3AX4Q1WJNWOXG,B00E9MD700,Works great.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1287,4.0,"02 3, 2016",A3TVYLSZSEVM2L,B00E9MD700,"I'd forgotten how bad floppies were.

This brings back the memories tho'.  Snap in a diskette, listen to the motor spin and watch the light blink.  Read the message that says the disk is toast.  Floppies are why a lot of us not quite so old farts learned to do backups.

'Tricks' to get the drive to work?  I did have to swap USB ports to get the drive to recognize.  It does seem to work better if you type the drive letter into the address bar.  A: anyone?  (thanks for those tips folks!)  Pop the diskette out, shake it, flip the shutter door, put it back in, say a prayer, cross whatever you've got handy.  Just like in the old days.

To be fair, most of my diskettes haven't been in a drive for at least 10 years.  That any of them work at all is amazing.  I finally just tired of 'em laying around, so getting data off what I can and formatting / tossing the rest.

Using Windows 8.1 'Home' 64 bit on a laptop.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1288,2.0,"02 2, 2016",A3HV4JLYZAZ1CT,B00E9MD700,Will not read any of my older floppies.  Clams that the floppy needs to be formatted.  Meaning; I would lose the photos stored on them.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1289,1.0,"02 1, 2016",A349FNXS1H4MCM,B00E9MD700,"I ordered the wrong one.  It should be 3.5 high density, which this does not work with.  It is unopened.

Phil Osbrone",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1290,2.0,"02 1, 2016",A1OEN0YZWQ6WJD,B00E9MD700,Does not read old 720KB Double Density disks.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1291,5.0,"01 31, 2016",A10Z4X09M1PPEZ,B00E9MD700,Does what it is supposed to do. Hard to remember how slow floppy drives are!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1292,5.0,"01 30, 2016",A1UHKY6I4EWJ6Z,B00E9MD700,Excellent item.  Exactly as described.  This really helped me get the job done.  Thank you so much!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1293,5.0,"01 29, 2016",A2TB314DVO8VJ0,B00E9MD700,"It got here on time, it was what I expected, it was not damaged in shipping and my client said it works",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1294,5.0,"01 27, 2016",A3EHULQP4IJRGX,B00E9MD700,This floppy drive works perfectly for me.  Completely plug-an-play!  It has read every floppy disk I have put into it (about 30).  I was able to retrieve  all the old data and save it to a CD.  Good purchace if you have a bunch of old floppy disks with data on them you want to keep.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1295,4.0,"01 26, 2016",A2D7BLMHVNEF53,B00E9MD700,Performs as expected. Would recommend to friends & strangers.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1296,2.0,"01 26, 2016",A27666MBHGGKPC,B00E9MD700,"Frankly, the best I can say about this external floppy drive is - it is functional.  It works. Excruciatingly slow, but it eventually works. I have boxes of 1.44MB floppies that I was hoping to move onto higher capacity storage, such as my hard drive, flash drives or CD's, but that will take ""forever"" if I use this external floppy drive. In fact, sometime it is so slow, it simply gives up and goes into ""not responding"" mode and I have to disconnect and reconnect to get it going again. So far that has worked on the second try, but it is frustrating to say the least. Fortunately, there is no urgency to get to the majority of my floppy drive data, as it is mostly archive material and I kept fairly good records and labeling, so what's not important I don't have to waste time transferring.  Perhaps someday I'll find a drive or a method that can quickly move floppy disk files to hard drive and/or CD, but until then I will use this one for anything that seems important enough to expend the time necessary for this drive to do its thing.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1297,2.0,"01 26, 2016",A4YH7UXJVXPMO,B00E9MD700,Maybe I didn't notice it on the product page but it wasn't clear to me that I would not be able to read all floppy disks. It powers on but didn't work for what I needed it for. Sits in my attic doing nothing.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1298,4.0,"01 23, 2016",A1ONNJEEEVY14X,B00E9MD700,Worked for me! I was able to transfer much need data from floppy discs. Life saver!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1299,1.0,"01 22, 2016",A8LAGECFX9393,B00E9MD700,It just didn't work on either my Mac or PC,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1300,5.0,"01 21, 2016",A27RKX4USIDQER,B00E9MD700,I owned an older 1.44 disk reader.  It would not work with Windows 10.  This Sabrent unit works flawlessly with Windows 10.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1301,4.0,"01 20, 2016",A11OBEBWN15XBL,B00E9MD700,good,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1302,5.0,"01 20, 2016",A3BHJ0E989J4US,B00E9MD700,"As expected, cheap, easy and plug and play way to get data off old floppies!",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1303,1.0,"01 18, 2016",A38NQ9TEJNE397,B00E9MD700,"Piece of junk. I received the first one from Amazon and it didn't work I contacted the seller. They were nice enough to send out a replacement right away. That one doesn't work either. This is ancient technology guys, it should work! I'm sending the original back to Amazon for my money back. I'm through with this!",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1304,5.0,"01 15, 2016",A1OCCA6ICJTNM4,B00E9MD700,Good deal,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1305,4.0,"01 15, 2016",A3J1ZBHPRKKCVF,B00E9MD700,Very good product.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1306,5.0,"01 14, 2016",A2W4A6LWWW39D7,B00E9MD700,"Stay away from this floppy drive, I bought 3 - one arrived dead, and 2 broke after 3 weeks of use! But I have never caome across such a great customer service experience. I bought it from amazon market place seller 'Store4PC' - and they were amazing.
PS: In general I had good experience with Sabrent brand, I have their USB 3.0 hubs and Wifi Audio adapters. All of them are performing excellent. I think its just this particular product (usb floppy drive) has issues.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1307,1.0,"01 13, 2016",A2TH3LLBNTJFZ9,B00E9MD700,Drive didn't work.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1308,3.0,"01 9, 2016",A35MA5HMJDVFBT,B00E9MD700,"When I got the device, I let it warm up for several hours before even attempting to plug it into the computer.  I had read the other reviews, and I will say, I got the item that was advertised.  It did not work ""Plug-N-Play"" as advertised though as I had to plug it in, remove it and plug it in again several times before my HP 6300 Small Form Factor computer running 64 bit Windows 7 Professional would recognize it.  Took about 3/4 hour to get it up and running so at least this one was NOT plug and play.  The main reason I bought it was the fact I had come across a whole bunch of old floppies that came from a Sony Mavica digital camera I once owned.  Some of the pictures I had taken were lost through several hard drive/computer crashes since I had quit using that camera and I wanted to try and recover the pictures.

It DID do that but I wound up having to use the C:\ command line processor to copy the files into a directory on the hard drive.  Windows Explorer would NOT read the directories on the disks, it kept giving me an I/O error..  At first I attributed this to the age of the floppies, but I had a couple of brand new ones that I formatted and wrote some files on.  Win 7 Pro would NOT read the directories on either of these disks either, but using the command line processor, I had absolutely no problem reading any of the disks including the very old ones.  I think Sabrent needs to re-think their system for these things, no matter how cheap they market them.  At first I really was about ready to call Amazon customer service and arrange to send this back, but that would almost be more trouble than it's worth so I'll just remember to use the command prompt to copy any files written to floppy disk using this drive -- By the way, Windows seems to write the files okay to the A: drive, just won't read them through the Windows Explorer interface.

I DO NOT recommend this product for purchase by anyone, I'm sorry to say.  It's not worth the hassle.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1309,5.0,"01 8, 2016",APWDWVAPZ2RAS,B00E9MD700,worked well to help my grandfather get pictures off of old floppy disks.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1310,5.0,"01 7, 2016",A3879VT377JBA3,B00E9MD700,"Wow,  how much fun is it to look at old files from yesteryear?  This will give me weeks of fun looking through the many old disk I have stored in the garage. Yes,  it does work on Mac and PC based systems. I",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1311,5.0,"01 6, 2016",A3B0CI4MUZ627,B00E9MD700,Good,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1312,5.0,"01 6, 2016",A2REVJUWL5O6FL,B00E9MD700,works just like yesteryear...was able to read data from archived floppies,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1313,5.0,"01 4, 2016",ATFQDL25BXWAT,B00E9MD700,"A good drive which made it possible to start my computer in DOS if I wished to.

... mike",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1314,5.0,"01 4, 2016",A31WFIR7IXVXYN,B00E9MD700,"This has worked fine.  Obviously, the floppies I have around the house are several years old.  This read most of them with no trouble.  It is small and easy to stash away when not in use.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1315,1.0,"01 1, 2016",A2WB63X0T20CX7,B00E9MD700,"plugged it in....nothing happened except a lot of clicking noises....so I inserted a floppy disk anyway...again, nothing happened but a bunch of clicking noises....so I went to the manufacturers website to see if there is any info on this model number and there is none, so I'm assuming it is an older model.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1316,4.0,"12 31, 2015",A1UZBJ32ABQXOZ,B00E9MD700,Solid value,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1317,5.0,"12 24, 2015",A2KMUF699ESJHO,B00E9MD700,Plug and play with no problems.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1318,4.0,"12 21, 2015",ABZ9PICYGLE9U,B00E9MD700,Seems to read most floppy disks.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1319,5.0,"12 20, 2015",A3AE7ZXRM0W2MB,B00E9MD700,Wonderful to see old stored pictures,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1320,5.0,"12 18, 2015",A2WCEOB2BRFQGX,B00E9MD700,love it,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1321,3.0,"12 17, 2015",A2OW04PTBT8PPW,B00E9MD700,Functioned as needed for the few minutes I needed to read and backup old files. Loud and maintained a continuous mechanical sound when plugged in but not in use.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1322,5.0,"12 17, 2015",A20KA7Y3LL1QU,B00E9MD700,Works Great!!!,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1323,1.0,"12 16, 2015",ADHWG1KK11GWL,B00E9MD700,this item is not reading any floppy,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1324,1.0,"12 16, 2015",A2KUEEH104TJLV,B00E9MD700,"was not happy with this product, never got it to work.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1325,5.0,"12 12, 2015",A1TKCMHP8136GU,B00E9MD700,so nice to be able to have access to my old docs,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1326,5.0,"12 9, 2015",AAIWLS6RO7IZ7,B00E9MD700,This works well and is handy for booting up my RAID,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1327,5.0,"12 9, 2015",A1RIDF3SUMSAOA,B00E9MD700,This floppy disc reader works great and really good price,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1328,1.0,"12 8, 2015",A2HK9SX7GRT1LN,B00E9MD700,I have yet to get this drive to work on either a MAC or PC.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1329,5.0,"12 6, 2015",AKT2SFJXRQS5Y,B00E9MD700,Good product at a fair price.,sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
1330,3.0,"12 4, 2015",A1E7FBHLXZLAFY,B00E9MD700,"Only reads 1.44 disks...ONLY. It won't read 750kb, 1.2mb or 2mb or any other size. Worked fine to get old files off 3.5"" disks but could only do the 1.44 ones. Thought that was pretty lame. If you go through the process of making a floppy drive, you'd think they'd use advanced enough firmware to handle all the different densities.",sabrent external usb 1.44 mb 2x floppy disk drive (fl-udrv),Sabrent
